property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
4 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
4
","








4

","
Triplex 4 Bedroom Penthouse located off Raphta...
",-,"
KSh 90,000,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
","








3

","
To Sale 3 Bedrooms With DSQ Apartment on Brooks...
",-,"
KSh 22,000,000
"
"
6 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
6
",-,"
6 Bedrooms Pentahouse For Sale In Brookside Wes...
",-,"
KSh 52,000,000
"
"
5 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
5
","








5

","
To Sale 5 Bedroom Penthouse In Kileleshwa.
 ",-,"
KSh 60,000,000
"
"
4 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
4
","








5

","
4 bedroom apartment for sale
",-,"
KSh 31,000,000
"
"
0.88 m² commercial land for sale in Upper Hill
","

 Mutumbato Road, Upper Hill, Langata

",-,-,-,"
0.88 acres commercial vacant land
",-,"
KSh 250,000,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








6

","
A Gorgeous 5 Bedroom House For Sale
",-,"
KSh 85,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
 ","








5

","
5BEDROOM TOWN HOUSE FOR SALE IN LAVINGTON
",-,"
KSh 150,000,000
"
"
5 bedroom house for sale in Karen
","

36 Karen, Karen, Langata

",-,"
 5
","








5

","
5 Bedrooms House For Sale In Karen
",-,"
KSh 110,000,000
"
"
1012 m² commercial land for sale in Kahawa West
","

Kahawa West, Roysambu

","
1012 m²
",-,-,"
1012 m² vacant land for sale in Thika Road
",-,"
KSh 23,000,000
"
"
Commercial land for sale in Zimmermann
","

Kamiti Road, Zimmermann, Roysambu

",-,-,-,"
1/8th acre plot Kamiti Road
",-,"
KSh 10,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
2
",-,"
3 bedroom
",-,"
KSh 12,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
110 m²
","
2
","








2

","
TWO BEDROOM APARTMENTS/FLATS
",-,"
KSh 10,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
2 bedroom at 8.5m
",-,"
KSh 8,500,000
"
"
3723 m² land for sale in Lavington
","

Convent Drive, Lavington, Dagoretti North

","
3723 m²
",-,-,"
Very prime 0.92 Acre plot on sewer, rectangular...
",-,"
KSh 175,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Njumbi, Lavington, Dagoretti North

",-,"
4
","








4

","
Lavishly designed 4 bedrooms villas, Family, ga...
",-,"
KSh 92,000,000
"
"
1012 m² commercial land for sale in Lavington
","

Lavington, Dagoretti North

","
1012 m²
",-,-,"
Very prime 0.25 Acre plot on sewer good for apa...
",-,"
KSh 28,000,000
"
"
9 m² land for sale in Kawangware
","

Gitanga Road, Kawangware, Dagoretti North

","
9 m²
",-,-,"
Prime 0.25 Acre plot rectangular behind kenya b...
",-,"
KSh 27,000,000
"
"
4047 m² commercial land for sale in Lavington
","

Gitanga Road Valley Arcade, Lavington, Dagoretti North

","
4047 m²
",-,-,"
Prime 1 acre Plot on sewer next to Valley arcad...
",-,"
KSh 400,000,000
"
"
2023 m² residential land for sale in Lavington
","

Njumbi, Lavington, Dagoretti North

","
2023 m²
",-,-,"
Very prime 0.5 acre land in Lavington good shap...
",-,"
KSh 88,000,000
"
"
1 m² residential land for sale in Riverside
","

Riverside Drive, Riverside, Westlands

","
1 m²
",-,-,"
Prime rectangular plot 0.75 Acre for high-end a...
",-,"
KSh 235,000,000
"
"
4856 m² land for sale in Lavington
","

Apple Cross, Lavington, Dagoretti North

","
4856 m²
",-,-,"
Very prime 1. 2 Acre plot on sewer good for red...
",-,"
KSh 165,000,000
"
"
2671 m² land for sale in Lavington
","

Kabaserian Avenue, Lavington, Dagoretti North

","
2671 m²
",-,-,"
Suburb 0.66 Acre plot for redevelopment with se...
",-,"
KSh 125,000,000
"
"
1 m² land for sale in Lavington
","

Convent Drive, Lavington, Dagoretti North

","
1 m²
",-,-,"
Prime plot 0.91 Acre on sewer, rectangular shap...
",-,"
KSh 175,000,000
"
"
Commercial land for sale in Lavington
","

James Gichuru, Lavington, Dagoretti North

",-,-,-,"
Very prime 0.88 acre plot rectangular shape tor...
",-,"
KSh 220,000,000
"
"
Land for sale in Lavington
","

Njumbi, Lavington, Dagoretti North

",-,-,-,"
Very prime 0.5 acre land in Lavington good shap...
",-,"
KSh 88,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kindaruma, Kilimani, Dagoretti North

",-,"
1
","








1

","
Brilliant new 1 bedroom apartment
",-,"
KSh 4,700,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma, Kilimani, Dagoretti North

",-,"
2
","








2

","
Prestigious new 2 bedrooms apartment master ens...
",-,"
KSh 9,700,000
"
"
3 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

",-,"
3
","








2

","
Elegantly designed 3 bedrooms apartment master...
",-,"
KSh 10,800,000
"
"
 3 bedroom apartment for sale in Kilimani
","

Muringa, Kilimani, Dagoretti North

",-,"
3
","








2

","
Brilliant 3 bedrooms apartments master en-suite...
",-,"
KSh 15,500,000
"
"
0.88 ac land for sale in Lavington
 ","

James Gichuru, Lavington, Dagoretti North

",-,-,-,"
Very prime 0.88 acre land for redevelopment alo...
",-,"
KSh 184,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Muringa, Kilimani, Dagoretti North

",-,"
3
","








2

","
Brilliant 3 bedrooms apartments master en-suite...
",-,"
KSh 15,800,000
"
"
Land for sale in Lavington
","

Convent Drive , Lavington, Dagoretti North

",-,-,-,"
Suburb 0. 92 Acre plot on sewer with old 3bedro...
",-,"
KSh 175,000,000
"
"
5 bedroom house for sale in Lavington
","

Lavington Green, Lavington, Dagoretti North

","
2833 m²
","
5
","








5

","
Attractive 5bedrooms all en-suite house. Garden...
",-,"
KSh 120,000,000
"
"
Commercial land for sale in Lavington
","

Gitanga Valley Arcade, Lavington, Dagoretti North

",-,-,-,"
Very prime commercial 1 Acre plot on sewer rect...
",-,"
KSh 400,000,000
"
"
Land for sale in Lavington
","

Lavington Green, Lavington, Dagoretti North

",-,-,-,"
Prime prime 0.5 acre land in Lavington good sha...
",-,"
KSh 85,000,000
"
"
Land for sale in Lavington
","

Convent, Lavington, Dagoretti North

",-,-,-,"
Very prime 0.92 Acre plot on sewer, rectangular...
",-,"
KSh 175,000,000
"
"
4 bedroom house for sale in Lavington
","

Lavington Green, Lavington, Dagoretti North

",-,"
4
","








4

","
Extremely attractive 4 bedrooms corner townhous...
",-,"
KSh 62,000,000
"
"
4047 m² commercial property for sale in Valley Arcade
","

Gitanga, Valley Arcade, Dagoretti North

","
4047 m²
",-,-,"
Prime 1 acre Plot on sewer next to Valley arcad...
",-,"
KSh 400,000,000
"
"
Land for sale in Lavington
","

Off Convent, Lavington, Dagoretti North

",-,-,-,"
Very prime 0.88 acre plot rectangular shape on...
",-,"
KSh 135,000,000
"
"
4 bedroom house for sale in Lavington
","

Convent, Lavington, Dagoretti North

",-,"
4
","








4

","
Outstanding 4 bedrooms corner villas plus tv r...
",-,"
KSh 84,000,000
"
"
4 bedroom house for sale in Lavington
","

Convent, Lavington, Dagoretti North

",-,"
4
","








4

","
Outstanding 4 bedrooms corner house plus tv rm...
",-,"
KSh 84,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington Green, Lavington, Dagoretti North

",-,"
4
","








4

","
Most attractive 4 bedrooms corner townhouse wit...
",-,"
KSh 62,000,000
"
"
0.9 ac land for sale in Lavington
","

Mugumo, Lavington, Dagoretti North

",-,-,-,"
Prime 0.9 acre land rectangular shape on sewer...
",-,"
KSh 180,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Ndemi Gardens, Kilimani, Dagoretti North

",-,"
3
","








3

","
Brilliant 3 bedrooms apartment plus Dsq off ngo...
",-,"
KSh 12,900,000
"
"
Furnished 4 bedroom apartment for sale in Westlands Area
","

Raphta Road, Westlands Area, Westlands

",-,"
4
",-,"
Gorgeous 4 bedroom apartment- WITH STUNNING EXT...
",-,"
KSh 26,000,000
"
"
3 bedroom apartment for sale in Mountain View
","

Mukiri Road off Waiyaki way, Mukiri Road, Mountain View, Westlands

","
1560 ft²
","
3
","








3

","
3 Bedroom on Mukiri Road off Waiyaki Way Westla...
",-,"
KSh 10,500,000
"
"
21780 ft² residential land for sale in Runda
","

Runda Mimosa, Runda, Runda, Westlands

","
21780 ft²
",-,-,"
Half an Acre For sale Runda Mimosa, Nairobi
",-,"
KSh 39,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartments - Kileleshwa
",-,"
KSh 16,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
",-,"
3 Bedroom Apartments & 4 Bedroom Duplexes For S...
",-,"
KSh 28,000,000
"
"
1 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
1
",-,"
1, 2 & 3 Bdrm Apartments For Sale (OFF PLAN)
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
3
",-,"
3 Bedroom En-Suite + DSQ Apartments For Sale -...
",-,"
KSh 24,000,000
"
"
4 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

","
307 m²
","
4
","








4

","
4Bdrm En-Suite + DSQ En-Suite For Sale - Brooks...
",-,"
KSh 37,000,000
"
"
 2 bedroom apartment for sale in Kileleshwa
","

Mwingi Road, Kileleshwa, Dagoretti North

",-,"
2
",-,"
2 and 3 Bedroom apartments For Sale in Kilelesh...
",-,"
KSh 18,000,000
"
"
Furnished 4 bedroom apartment for sale in Valley Arcade
","

Valley Arcade, Dagoretti North

",-,"
4
","








4

","
Spacious 4bdrm + SQ Apartments For Rent & Sale...
",-,"
KSh 32,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
107 m²
","
2
",-,"
2, 3 & 4 Bedroom apartments For Sale - Kilimani...
",-,"
KSh 13,500,000
"
"
Commercial property for sale in Kilimani
","

Lenana Road, Kilimani, Dagoretti North

",-,-,-,"
Prime Office Space for Sale & To Let in Kiliman...
",-,"
KSh 13,950
"
"
2 bedroom apartment for sale in Parklands
","

Limuru Road , Parklands, Westlands

",-,"
2
",-,"
2, 3 & 4 Bedroom spectacular Apartments
",-,"
KSh 19,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kirichwa Road, Kilimani, Dagoretti North

","
128 m²
","
2
",-,"
2 & 3 Bedroom Apartments For Sale - Kilimani
",-,"
KSh 15,500,000
"
"
2 bedroom apartment for sale in Karura
","

Karura, Westlands

","
150 m²
","
2
",-,"
2, 3 & 4 Bedroom Apartments For Sale - Peponi R...
",-,"
KSh 20,000,000
"
"
186 m² commercial land for sale in Pipeline
","

Pipeline, Embakasi

","
186 m²
",-,-,"
Cabana point
",-,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
299 m²
","
3
","








4

","
3 & 4 Bedroom Duplexes - Riverside Drive
",-,"
KSh 42,000,000
"
"
2 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
2
",-,"
2 & 3 Bedroom Apartments and 5 Bedroom Duplexes...
",-,"
KSh 15,000,000
"
"
1 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
1
",-,"
1 & 3 Bedroom Apartments For Sale in Parklands
",-,"
KSh 8,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








1

","
3 Bedroom + SQ - For Sale & Rent- Off Riara Roa...
",-,"
KSh 19,000,000
"
"
 Land for sale in Jamhuri
","

Jamhuri, Ngong

",-,-,-,"
Quarter acre plot Ngong Town
",-,"
KSh 12,800,000
"
"
0.75 ac residential land for sale in Lavington
","

Manyani East, Lavington, Dagoretti North

",-,-,-,"
3/4 acre property for sale
",-,"
KSh 130,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Off argwings kodhek, Lavington, Dagoretti North

",-,"
3
","








2

","
Three bedroom apartment for sale
",-,"
KSh 12,000,000
"
"
Furnished 2 bedroom apartment for sale in Riverside
","

Arboretum, Riverside, Westlands

",-,"
2
","








2

","
Two bedroom apartment for sale
",-,"
KSh 14,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

kileleshwa, kileleshwa, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
Brand new Apt 2bd all ensuite DSQ Lift Borehole...
",-,"
KSh 16,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

kilimani, kilimani, Kilimani, Dagoretti North

",-,"
3
","








3

","
Apt 3bd all ensuite Dsq Lift Borehole full Hse...
",-,"
KSh 24,000,000
"
"
 3 bedroom apartment for sale in Kilimani
","

kilimani, kilimani, Kilimani, Dagoretti North

",-,"
3
","








3

","
Apt 3bd all ensuite dsq lift pool solar panels...
",-,"
KSh 22,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

kilimani, kilimani, Kilimani, Dagoretti North

",-,"
4
","








4

","
Brand New apt 4bd all ensuite dsq pool gym bore...
",-,"
KSh 17,000,000
"
"
3 bedroom apartment for sale in Lavington
","

lavington, lavington, Lavington, Dagoretti North

",-,"
3
","








3

","
Apt 3bd master ensuite Dsq pool gym Borehole ch...
",-,"
KSh 23,500,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

kileleshwa, kileleshwa, Kileleshwa, Dagoretti North

",-,"
4
","








4

","
Apt 4bd all ensuite dsq Mature Garden Pool Gym...
",-,"
KSh 28,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

kilimani, kilimani, Kilimani, Dagoretti North

",-,"
1
","








1

","
Brand New Apt 1bd - fitted cooker/oven - lift B...
",-,"
KSh 9,500,000
"
"
3 bedroom apartment for sale in Lavington
","

lavington, Lavington, Lavington, Dagoretti North

",-,"
3
","








2

","
Spacious Apt 3bd master ensuite DSQ Pool Gym Bo...
",-,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Riverside
","

riverside, Riverside, Riverside, Westlands

",-,"
3
","








3

","
Brand New Apt 3bd all ensuite DSQ Lift Borehole...
",-,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Spacious Apt 3bd all ensuite SQ Pool 1st floor...
",-,"
KSh 23,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
4
","








4

","
Apt 4bd all ensuite SQ Pool Lift Borehole Solar...
",-,"
KSh 19,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
2
","








2

","
Brand New Apt 2bd all ensuite Borehole Lift Gen...
",-,"
KSh 12,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North

",-,"
3
","








 3

","
Brand New Apt 3bd all ensuite SQ Lift Pool Bore...
",-,"
KSh 24,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
 ","

kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
Brand New Apt 2bd all ensuite Dsq Lift Pool Bor...
",-,"
KSh 15,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

 kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
2
","








2

","
Brand New 2bd all ensuite SQ Lift Pool Borehole...
",-,"
KSh 11,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
2
","








2

","
Apt 2bd all ensuite Borehole Lift Gen Pool for...
",-,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
3
","








3

","
Brand New Apt 3bd all ensuite DSQ Lift Borehole...
",-,"
KSh 28,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North

",-,"
4
","








4

","
Apt 4bd all ensuite DSQ Pool Gym Gen Lift Child...
",-,"
KSh 35,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
Spacious Apt 2bd all ensuite Borehole Lift Gym...
",-,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
3
","








3

","
Large 3bd all ensuite DSQ Lift Gen Pool Gym for...
",-,"
KSh 20,000,000
"
"
4 bedroom apartment for sale in Lavington
","

lavington, Lavington, Lavington, Dagoretti North

",-,"
4
","








4

","
Brand New 4bd all ensuite DSQ Lift Borehole Poo...
",-,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Lavington
","

lavington, Lavington, Lavington, Dagoretti North

",-,"
3
 ","








3

","
Brand New 3bd all ensuite dsq Lift Borehole Poo...
",-,"
KSh 18,000,000
"
"
4 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
Spacious Town Hse 4bd all ensuite dsq family ro...
",-,"
KSh 47,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Spacious Apt 3bd all ensuite dsq Lift Full Hse...
",-,"
KSh 24,000,000
"
"
4 bedroom house for sale in Karen
","

karen langata road, Karen, Langata

",-,"
4
",-,"
4 Bedroom Townhouse for sale
",-,"
KSh 60,000,000
"
"
2 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
2
","








2

","
2 bedroom apartment with DSQ for sale in Westla...
",-,"
KSh 15,800,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
",-,"
A cosy apartments For Sale
",-,"
KSh 14,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








3

","
Prestige apartments for Sale
",-,"
KSh 38,000,000
"
"
Land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
Prime half an acre for Sale
",-,"
KSh 95,000,000
"
"
Furnished commercial property for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
Office, For sale
",-,"
KSh 13,500,000
"
"
Furnished 2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
Brand new 2 and 3 bedroom Duplex for sale
",-,"
KSh 22,000,000
"
"
4 bedroom apartment for sale in Riara Road
","

Riara Road, Dagoretti North

",-,"
4
","








4

","
Executive 4bedroom all ensuite to Let
",-,"
KSh 17,500,000
"
"
0.5 ac land for sale in Rhapta Road
","

Rhapta Road, Westlands

",-,-,-,"
Residential vacant land for sale in Westlands (...
",-,"
KSh 115,000,000
"
"
2023 m² residential land for sale in Westlands Area
","

Westlands Area, Westlands

","
2023 m²
",-,-,"
0.5 acres vacant land for sale in Westlands (Ke...
",-,"
KSh 200,000,000
"
"
4 bedroom townhouse for sale in Runda
","

Runda, Westlands

",-,"
 4
","








4

","
4 Bedroom Home Set On 4 Acres of 8 Townhouses a...
",-,"
KSh 90,000,000
"
"
5 bedroom house for sale in Riverside
","

Riverside, Westlands

","
450 m²
","
5
","








4

","
5 Bedroom Townhouse with large Garden space.
",-,"
KSh 70,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

Donyo Sabuk Lane, General Mathenge, Westlands

","
344 m²
","
4
","








4

","
7 Heights Apartment
",-,"
KSh 37,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Swaminarayan Road, Parklands, Westlands

",-,"
3
","








3

","
Laxcon Court
",-,"
KSh 26,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Mogotio Road, Parklands, Westlands

","
242 m²
","
3
","








3

","
Phoenix Court
",-,"
KSh 27,000,000
"
